arrived,density,departed,entered,id,laneChangedFrom,laneChangedTo,laneDensity,left,occupancy,overlapTraveltime,sampledSeconds,speed,speedRelative,timeLoss,traveltime,waitingTime,vclass,preloading,begin,end
0.0,0.95,2.0,0.0,-32769603,0.0,0.0,0.95,2.0,0.46,9.67,17.9,7.04,0.51,8.3,9.08,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.05,3.0,0.0,-32770945,0.0,0.0,1.05,3.0,0.51,12.23,35.09,9.5,0.68,11.1,11.55,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.33,0.0,1.0,-32771685#1,0.0,0.0,0.33,1.0,0.15,7.94,7.94,10.84,0.78,1.74,7.25,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.94,2.0,0.0,-32771685#3,0.0,0.0,0.94,2.0,0.45,10.53,19.62,7.1,0.51,9.87,9.81,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.5,0.0,4.0,-353039653#0,0.0,0.0,0.5,3.0,0.24,11.86,41.25,23.72,0.95,1.65,11.6,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.57,0.0,4.0,-353039653#1,0.0,0.0,0.57,4.0,0.28,33.76,135.05,23.51,0.94,4.53,33.55,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.19,0.0,1.0,-389785756,0.0,0.0,0.19,1.0,0.09,8.44,8.44,18.24,0.94,0.27,8.18,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.24,0.0,1.0,-389785757,0.0,0.0,0.24,1.0,0.12,17.21,17.23,14.06,0.72,4.38,16.84,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.19,0.0,1.0,-389785758,0.0,0.0,0.19,1.0,0.1,20.23,20.23,17.5,0.9,1.46,19.88,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.25,0.0,1.0,-389785764#0,0.0,0.0,0.25,1.0,0.09,1.05,1.05,18.28,0.94,0.03,0.78,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.23,0.0,2.0,-389785764#1,0.0,0.0,0.23,1.0,0.11,16.32,20.2,18.17,0.93,0.64,16.04,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.19,0.0,1.0,-389785766,0.0,0.0,0.19,1.0,0.09,8.67,8.67,18.12,0.93,0.34,8.39,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.96,0.0,4.0,-389785768,0.0,0.0,0.96,6.0,0.48,60.01,293.44,17.07,0.88,31.55,59.72,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.66,0.0,3.0,-389785769#0,0.0,0.0,0.66,4.0,0.33,60.57,200.95,16.95,0.87,18.42,60.29,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.6,0.0,2.0,-389785769#1,0.0,0.0,0.6,3.0,0.29,7.84,22.31,16.52,0.85,3.48,7.54,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
1.0,1.28,0.0,5.0,-408522198,0.0,0.0,1.28,4.0,0.6,5.94,29.69,13.83,0.55,12.92,5.68,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.39,0.0,2.0,-408522202#1,0.0,0.0,0.39,2.0,0.19,22.07,44.14,17.34,0.78,6.45,21.82,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.31,0.0,2.0,-408522206,0.0,0.0,0.31,2.0,0.15,12.47,24.93,22.18,0.89,0.71,12.24,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.21,0.0,6.0,-408524709#0,0.0,0.0,1.21,6.0,0.58,7.08,42.5,17.28,0.89,4.49,6.8,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,30.46,0.0,6.0,-408524709#1,0.0,0.0,30.46,6.0,0.59,0.3,1.83,17.07,0.88,0.21,0.01,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.53,0.0,3.0,-408538203#0,0.0,0.0,0.53,3.0,0.25,5.3,15.9,19.77,0.89,2.1,5.05,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.57,0.0,3.0,-408538203#2,0.0,0.0,0.57,3.0,0.25,2.31,6.92,19.76,0.89,0.92,2.05,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.54,0.0,3.0,-408538203#3,0.0,0.0,0.54,3.0,0.25,3.8,11.41,19.89,0.89,1.45,3.55,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.96,0.0,3.0,-408538203#4,0.0,0.0,0.96,3.0,0.26,0.56,1.67,19.44,0.87,0.24,0.3,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.53,0.0,3.0,-408538211,0.0,0.0,0.53,3.0,0.25,5.91,17.73,19.78,0.89,2.34,5.65,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.89,0.0,3.0,-408540674,0.0,0.0,0.89,3.0,0.4,4.25,12.76,12.42,0.56,4.63,3.77,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.34,0.0,5.0,-409836657#1,0.0,0.0,1.34,4.0,0.6,5.47,21.91,10.89,0.78,5.2,5.12,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.82,0.0,3.0,-409839316#0,0.0,0.0,0.82,3.0,0.24,0.56,1.67,21.18,0.95,0.12,0.32,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.64,0.0,3.0,-409839316#1,0.0,0.0,0.64,3.0,0.24,0.97,2.9,20.77,0.93,0.26,0.73,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.53,0.0,4.0,-409839318#0,0.0,0.0,1.53,4.0,0.49,1.02,4.07,13.65,0.49,1.2,0.61,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.61,0.0,4.0,-409839318#1,0.0,0.0,0.61,4.0,0.29,6.87,27.46,22.58,0.81,4.52,6.57,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.22,0.0,8.0,-409839318#10,0.0,0.0,1.22,8.0,0.53,1.46,11.64,25.21,0.91,1.04,1.26,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.83,0.0,8.0,-409839318#11,0.0,0.0,1.83,8.0,0.87,8.7,69.57,15.14,0.55,31.5,8.48,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.58,0.0,4.0,-409839318#2,0.0,0.0,0.58,4.0,0.25,1.56,6.25,26.25,0.95,0.18,1.37,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.79,0.0,4.0,-409839318#3,0.0,0.0,0.79,4.0,0.25,0.52,2.06,26.49,0.95,0.04,0.33,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.75,0.0,4.0,-409839318#4,0.0,0.0,0.75,4.0,0.25,0.58,2.32,26.44,0.95,0.05,0.39,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.63,0.0,4.0,-409839318#5,0.0,0.0,0.63,5.0,0.3,8.84,39.25,24.22,0.87,2.61,8.47,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.74,0.0,5.0,-409839318#6,0.0,0.0,0.74,5.0,0.35,4.13,20.64,23.83,0.86,2.58,3.87,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.7,0.0,6.0,-409839318#7,0.0,0.0,0.7,5.0,0.34,5.58,30.69,27.08,0.97,0.76,5.39,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.82,0.0,7.0,-409839318#8,0.0,0.0,0.82,6.0,0.39,4.45,28.2,26.95,0.97,0.79,4.26,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
1.0,1.14,0.0,8.0,-409839318#9,0.0,0.0,1.14,7.0,0.5,1.49,11.91,26.69,0.96,0.42,1.3,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.28,0.0,2.0,-409839321,0.0,0.0,0.28,2.0,0.12,1.23,2.45,28.05,1.01,0.07,1.05,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.41,0.0,3.0,-409841349,0.0,0.0,0.41,3.0,0.2,8.98,26.93,24.87,0.99,0.67,8.78,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.59,0.0,9.0,-409848785#0,0.0,0.0,1.59,9.0,0.69,1.84,16.52,21.62,0.78,3.52,1.6,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.48,0.0,9.0,-409848785#1,0.0,0.0,1.48,9.0,0.69,3.48,31.35,21.76,0.78,6.51,3.25,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.61,0.0,8.0,-409848785#2,0.0,0.0,1.61,9.0,0.66,1.17,10.24,22.33,0.8,1.9,0.95,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.23,0.0,1.0,-409848786#7,0.0,0.0,0.23,1.0,0.11,22.89,22.89,14.58,0.75,1.78,21.75,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.05,1.0,0.0,-409848788#0,0.0,0.0,0.05,0.0,0.03,65.48,7.0,6.59,0.47,2.97,64.72,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.64,0.0,8.0,-411653150#2,0.0,0.0,2.64,8.0,1.2,6.32,50.56,10.9,0.79,8.43,5.59,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.22,0.0,7.0,-411654664,0.0,0.0,2.22,7.0,0.99,4.78,33.45,11.55,0.83,7.38,4.42,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.21,0.0,4.0,-422817008#0,0.0,0.0,1.21,4.0,0.37,0.69,2.76,18.23,0.82,0.48,0.41,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.71,0.0,4.0,-422817008#1,0.0,0.0,0.71,4.0,0.34,5.09,20.35,19.84,0.89,2.02,4.82,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.93,0.0,4.0,-422817008#2,0.0,0.0,0.93,4.0,0.44,7.9,31.58,15.02,0.68,10.05,7.65,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.52,0.0,3.0,-428868916,0.0,0.0,0.52,3.0,0.25,6.24,18.72,19.93,0.9,2.35,5.98,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.89,0.0,3.0,-428868917#0,0.0,0.0,0.89,3.0,0.25,0.57,1.7,20.01,0.8,0.24,0.32,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.49,0.0,3.0,-428868917#1,0.0,0.0,0.49,3.0,0.24,6.06,18.19,21.12,0.84,3.13,5.81,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.62,0.0,4.0,-428868917#2,0.0,0.0,0.62,3.0,0.28,2.16,7.77,21.75,0.87,1.13,1.92,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.64,0.0,4.0,-428868917#3,0.0,0.0,0.64,4.0,0.31,5.44,21.75,21.8,0.87,3.04,5.21,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.64,0.0,4.0,-428868917#4,0.0,0.0,0.64,4.0,0.32,32.85,131.39,21.1,0.84,22.03,32.62,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.33,0.0,1.0,-429497036#0,0.0,0.0,0.33,1.0,0.14,3.47,3.47,11.66,0.84,0.19,2.87,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.39,0.0,2.0,-429918706,0.0,0.0,0.39,2.0,0.18,3.82,7.65,18.36,0.94,0.49,3.56,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
2.0,0.35,0.0,2.0,-429918707,0.0,0.0,0.35,0.0,0.18,39.38,78.76,18.98,0.98,2.54,39.12,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.01,0.0,5.0,-429918708#0,0.0,0.0,1.01,5.0,0.48,6.12,30.62,17.28,0.89,2.79,5.67,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.1,0.0,5.0,-429918708#1,0.0,0.0,1.1,5.0,0.48,2.34,11.7,17.29,0.89,1.75,2.07,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.87,0.0,4.0,-429918708#10,0.0,0.0,0.87,5.0,0.42,7.35,33.2,18.06,0.93,3.45,7.08,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.81,0.0,4.0,-429918708#11,0.0,0.0,0.81,4.0,0.38,4.3,17.19,17.58,0.9,2.02,4.02,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.71,0.0,4.0,-429918708#2,0.0,0.0,0.71,4.0,0.34,5.02,20.07,19.68,1.01,0.59,4.76,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.7,0.0,4.0,-429918708#3,0.0,0.0,0.7,4.0,0.34,7.96,31.85,19.56,1.01,1.12,7.71,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.7,0.0,4.0,-429918708#4,0.0,0.0,0.7,4.0,0.34,8.61,34.45,19.54,1.01,1.25,8.36,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.72,0.0,4.0,-429918708#5,0.0,0.0,0.72,4.0,0.34,5.26,21.03,19.56,1.01,0.74,5.0,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.8,0.0,6.0,-429918708#6,0.0,0.0,0.8,4.0,0.39,13.48,60.55,19.13,0.98,3.13,13.22,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.23,0.0,6.0,-429918708#7,0.0,0.0,1.23,6.0,0.54,2.23,13.41,18.47,0.95,1.16,1.97,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.95,0.0,5.0,-429918708#8,0.0,0.0,0.95,5.0,0.46,7.73,38.64,18.25,0.94,3.97,7.45,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.97,0.0,5.0,-429918708#9,0.0,0.0,0.97,5.0,0.45,3.93,19.66,18.52,0.95,1.76,3.66,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.32,0.0,1.0,-500750399#0,0.0,0.0,0.32,1.0,0.15,15.09,15.09,10.76,0.77,3.07,14.43,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.7,0.0,3.0,-500750401,0.0,0.0,1.7,3.0,0.61,2.4,7.21,7.97,0.57,2.33,1.75,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.29,0.0,14.0,-527564036#0,0.0,0.0,2.29,12.0,1.13,21.29,262.14,18.17,0.93,18.75,21.01,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.1,0.0,11.0,-527564036#1,0.0,0.0,2.1,14.0,1.03,21.13,243.53,18.56,0.95,12.64,20.85,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.15,0.0,11.0,-527564036#10,0.0,0.0,2.15,11.0,0.96,2.37,26.07,19.19,0.99,1.07,2.11,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.88,0.0,10.0,-527564036#11,0.0,0.0,1.88,11.0,0.93,21.35,229.55,19.31,0.99,8.28,21.09,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.98,0.0,11.0,-527564036#2,0.0,0.0,1.98,11.0,0.98,27.13,298.38,18.71,0.96,12.36,26.86,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.0,0.0,10.0,-527564036#3,0.0,0.0,2.0,11.0,0.97,7.68,83.55,18.79,0.97,3.22,7.41,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.79,0.0,11.0,-527564036#4,0.0,0.0,1.79,10.0,0.89,37.19,377.99,19.01,0.98,16.94,36.93,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.04,0.0,11.0,-527564036#5,0.0,0.0,2.04,11.0,0.99,8.03,90.21,19.0,0.98,4.27,7.77,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.01,0.0,11.0,-527564036#6,0.0,0.0,2.01,11.0,0.96,5.43,59.7,19.14,0.98,2.62,5.16,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.98,0.0,11.0,-527564036#7,0.0,0.0,1.98,11.0,0.95,7.25,79.75,19.22,0.99,3.17,6.99,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.39,0.0,11.0,-527564036#8,0.0,0.0,2.39,11.0,0.95,1.29,14.17,19.21,0.99,0.57,1.03,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.23,0.0,11.0,-527564036#9,0.0,0.0,2.23,11.0,0.96,1.85,20.36,19.17,0.99,0.86,1.59,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.36,0.0,13.0,-527564037,0.0,0.0,2.36,12.0,1.17,30.26,370.7,17.46,0.9,33.94,29.92,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.61,0.0,4.0,-681899029,0.0,0.0,0.61,4.0,0.3,29.05,116.19,22.16,0.89,7.25,28.5,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.37,0.0,2.0,-69952041#1,0.0,0.0,0.37,2.0,0.17,2.52,5.04,20.03,0.72,1.13,2.28,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.01,0.0,3.0,-69952041#2,0.0,0.0,1.01,3.0,0.44,4.68,14.04,10.93,0.39,7.67,4.12,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.35,1.0,0.0,-791922000#0,0.0,0.0,0.35,1.0,0.17,46.12,45.58,9.46,0.85,5.7,45.52,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.37,0.0,2.0,-791925741#11,0.0,0.0,0.37,2.0,0.12,0.54,1.07,27.4,0.99,0.05,0.35,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.5,0.0,2.0,-791925741#12,0.0,0.0,0.5,2.0,0.12,0.34,0.69,27.85,1.0,0.02,0.16,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.26,0.0,2.0,-791925741#14,0.0,0.0,0.26,2.0,0.12,2.13,4.26,28.05,1.01,0.12,1.95,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.25,0.0,2.0,-791925741#16,0.0,0.0,0.25,2.0,0.12,3.07,6.15,28.38,1.02,0.1,2.9,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
2.0,0.26,0.0,2.0,-791925741#3,0.0,0.0,0.26,0.0,0.12,2.51,5.03,27.47,0.99,0.24,2.34,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.26,0.0,2.0,-791925741#5,0.0,0.0,0.26,2.0,0.12,3.01,6.03,27.8,1.0,0.22,2.83,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.26,0.0,2.0,-791925741#6,0.0,0.0,0.26,2.0,0.12,2.22,4.44,27.57,0.99,0.2,2.04,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.49,0.0,2.0,-791925741#7,0.0,0.0,0.49,2.0,0.12,0.35,0.7,27.86,1.0,0.02,0.17,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.27,0.0,2.0,-791925741#8,0.0,0.0,0.27,2.0,0.12,2.01,4.01,27.33,0.98,0.21,1.83,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.25,0.0,2.0,-791925741#9,0.0,0.0,0.25,2.0,0.12,4.64,9.28,27.59,0.99,0.41,4.46,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.43,1.0,0.0,-830837687,0.0,0.0,0.43,1.0,0.2,9.45,8.8,7.79,0.56,2.83,8.57,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,4.81,0.0,11.0,-835815425#3,0.0,0.0,4.81,10.0,2.28,12.29,125.08,7.46,0.9,17.33,11.67,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,3.03,0.0,5.0,-835815426#0,0.0,0.0,3.03,5.0,1.07,2.04,10.18,7.96,0.96,4.34,1.46,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.89,0.0,4.0,-835815426#2,0.0,0.0,1.89,4.0,0.92,19.98,79.93,7.29,0.88,6.34,19.3,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.33,0.0,1.0,-870248146,0.0,0.0,0.33,1.0,0.14,4.65,4.65,11.27,0.51,2.23,4.32,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,3.15,0.0,11.0,-890936749,0.0,0.0,3.15,11.0,1.41,4.13,45.45,12.85,0.93,5.54,3.77,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.81,0.0,11.0,-890936750,0.0,0.0,2.81,11.0,1.31,5.08,55.93,14.05,1.01,4.28,4.74,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.77,0.0,3.0,-95404648#1,0.0,0.0,0.77,3.0,0.36,5.16,15.47,13.89,0.63,6.04,4.9,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.42,0.0,3.0,-958646689,0.0,0.0,0.42,3.0,0.2,2.67,8.01,25.47,0.92,0.22,2.47,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.42,0.0,6.0,-97982684,0.0,0.0,1.42,6.0,0.54,1.1,6.57,18.61,0.84,1.03,0.83,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.44,0.0,6.0,-97982685#0,0.0,0.0,1.44,6.0,0.58,1.52,9.13,17.13,0.77,1.9,1.21,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.05,0.0,6.0,-97982685#1,0.0,0.0,1.05,6.0,0.51,8.39,50.36,19.64,0.88,5.57,8.13,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.08,0.0,6.0,-97982685#2,0.0,0.0,1.08,6.0,0.5,3.71,22.26,19.8,0.89,2.3,3.46,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.09,0.0,6.0,-97982685#3,0.0,0.0,1.09,6.0,0.51,3.63,21.78,19.74,0.89,2.31,3.37,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.38,0.0,1.0,103565443#1,0.0,0.0,0.38,1.0,0.17,9.73,9.73,9.25,0.67,2.62,8.85,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.42,0.0,1.0,103565444#0,0.0,0.0,0.42,1.0,0.18,4.2,4.2,9.14,0.66,1.38,3.8,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.29,0.0,1.0,103565444#1,0.0,0.0,0.29,1.0,0.13,2.9,2.9,13.11,0.94,0.1,2.52,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.33,0.0,1.0,103565444#2,0.0,0.0,0.33,1.0,0.13,1.59,1.59,13.25,0.95,0.04,1.21,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.3,0.0,1.0,103565444#3,0.0,0.0,0.3,1.0,0.14,11.9,11.9,11.72,0.84,1.22,11.02,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.41,0.0,2.0,1054286961,0.0,0.0,0.41,2.0,0.15,0.8,1.61,22.51,0.9,0.04,0.58,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.43,0.0,1.0,1059057002#0,0.0,0.0,0.43,2.0,0.2,7.54,12.4,13.5,0.97,0.57,7.17,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.58,0.0,2.0,1059057002#1,0.0,0.0,0.58,2.0,0.27,8.22,16.43,12.12,0.87,1.6,7.44,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,1.47,0.0,4.0,1059057003#0,0.0,0.0,1.47,5.0,0.65,5.22,21.95,10.47,0.38,11.22,4.75,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,0.79,0.0,3.0,1059057003#2,0.0,0.0,0.79,3.0,0.35,4.19,12.56,13.93,0.5,4.53,3.46,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,2.89,0.0,3.0,1063326167#1,0.0,0.0,2.89,3.0,0.6,1.02,3.05,8.38,0.38,1.27,0.41,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,125.53,0.0,12.0,1074262831#0,0.0,0.0,125.53,12.0,2.06,0.53,6.4,9.69,0.87,0.59,0.02,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
0.0,6.08,0.0,12.0,1074262831#1,0.0,0.0,6.08,12.0,2.03,1.58,18.93,9.75,0.88,1.55,1.04,0.0,LMV_passenger,False,2025-03-24 06:55:00,2025-03-24 07:00:00
