arrived,density,departed,entered,id,laneChangedFrom,laneChangedTo,laneDensity,left,occupancy,overlapTraveltime,sampledSeconds,speed,speedRelative,timeLoss,traveltime,waitingTime,vclass,preloading,begin,end
0.0,0.73,0.0,1.0,:1942944427_0,0.0,0.0,0.73,1.0,0.34,3.14,3.14,6.84,0.82,0.22,2.13,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.37,0.0,1.0,:1942989937_1,0.0,0.0,0.37,1.0,0.16,1.11,1.11,15.3,0.79,0.06,0.64,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.92,0.0,1.0,:1942989938_0,0.0,0.0,0.92,1.0,0.32,1.9,1.9,7.37,0.66,0.18,0.87,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.58,0.0,1.0,:1942989947_4,0.0,0.0,0.58,1.0,0.28,2.52,2.52,8.56,0.47,0.26,1.53,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,9.43,0.0,1.0,:1942989966_0,0.0,0.0,9.43,1.0,0.29,0.91,0.91,8.2,0.59,0.1,0.04,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,12.93,0.0,1.0,:1942989966_1,0.0,0.0,12.93,1.0,0.14,0.43,0.43,16.89,0.87,0.01,0.01,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.37,0.0,1.0,:1942990022_1,0.0,0.0,0.37,1.0,0.15,1.04,1.04,15.81,0.81,0.02,0.6,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.38,0.0,1.0,:1942990082_1,0.0,0.0,0.38,1.0,0.15,1.08,1.08,15.32,0.79,0.05,0.61,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.31,0.0,1.0,:1942990121_1,0.0,0.0,0.31,1.0,0.15,1.39,1.39,15.75,0.81,0.03,0.94,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.39,0.0,1.0,:1942990135_1,0.0,0.0,0.39,1.0,0.16,1.09,1.09,15.16,0.78,0.07,0.62,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,5.75,0.0,1.0,:1942990142_0,0.0,0.0,5.75,1.0,0.27,0.88,0.88,8.66,0.78,0.05,0.06,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,9.61,0.0,1.0,:1942990142_1,0.0,0.0,9.61,1.0,0.16,0.49,0.49,14.83,0.76,0.07,0.01,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,11.34,0.0,1.0,:251343878_0,0.0,0.0,11.34,1.0,0.34,1.05,1.05,7.03,0.63,0.05,0.04,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.46,0.0,1.0,:251343879_3,0.0,0.0,0.46,1.0,0.21,1.88,1.88,11.0,0.79,0.19,1.28,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,1.03,0.0,1.0,:251344803_2,0.0,0.0,1.03,1.0,0.42,2.78,2.78,5.8,0.91,1.03,1.64,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.21,0.0,1.0,:251344806_3,0.0,0.0,0.21,1.0,0.1,0.91,0.91,24.05,0.87,0.02,0.61,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.75,0.0,1.0,:251344924_1,0.0,0.0,0.75,1.0,0.27,1.65,1.65,8.71,0.78,0.09,0.84,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.82,0.0,1.0,:251344927_0,0.0,0.0,0.82,1.0,0.29,1.66,1.66,8.33,0.89,0.25,0.84,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.63,0.0,1.0,:251345152_0,0.0,0.0,0.63,1.0,0.22,1.4,1.4,10.39,0.78,0.48,0.75,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,3.87,0.0,1.0,:251345441_0,0.0,0.0,3.87,1.0,0.16,0.5,0.5,15.06,0.77,0.03,0.03,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.5,0.0,1.0,:251345450_0,0.0,0.0,0.5,1.0,0.21,1.53,1.53,11.26,0.58,0.46,0.95,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,2.17,0.0,1.0,:251345650_0,0.0,0.0,2.17,1.0,0.35,1.35,1.35,6.8,0.82,0.1,0.31,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.65,0.0,1.0,:2681918677_0,0.0,0.0,0.65,1.0,0.27,1.94,1.94,8.76,0.63,0.55,1.21,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.32,0.0,1.0,:282786214_0,0.0,0.0,0.32,1.0,0.15,1.39,1.39,15.67,0.81,0.04,0.93,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.82,0.0,1.0,:2834832550_0,0.0,0.0,0.82,1.0,0.28,1.63,1.63,8.41,0.79,0.14,0.82,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,1.05,0.0,1.0,:2834832551_0,0.0,0.0,1.05,1.0,0.37,2.12,2.12,6.52,0.81,0.7,1.02,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.99,0.0,1.0,:2834832553_0,0.0,0.0,0.99,1.0,0.32,1.79,1.79,7.34,0.75,0.36,0.86,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.91,0.0,1.0,:3113268685_0,0.0,0.0,0.91,1.0,0.38,2.6,2.6,6.37,0.77,0.35,1.55,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.83,0.0,1.0,:3572452983_1,0.0,0.0,0.83,1.0,0.33,2.34,2.34,7.03,0.84,0.1,1.35,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.9,0.0,1.0,:3572452986_1,0.0,0.0,0.9,1.0,0.36,2.53,2.53,6.5,0.78,0.29,1.41,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.84,0.0,1.0,:4377720374_0,0.0,0.0,0.84,1.0,0.34,2.38,2.38,6.95,0.83,0.13,1.33,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.87,0.0,1.0,:8390873037_0,0.0,0.0,0.87,1.0,0.35,2.47,2.47,6.7,0.8,0.22,1.41,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.37,0.0,1.0,:9388333715_1,0.0,0.0,0.37,1.0,0.15,1.06,1.06,15.85,0.82,0.02,0.61,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.21,0.0,1.0,:9452505313_3,0.0,0.0,0.21,1.0,0.1,0.8,0.8,24.51,0.88,0.0,0.51,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.32,0.0,1.0,:96070511_1,0.0,0.0,0.32,1.0,0.15,1.47,1.47,15.38,0.79,0.07,1.02,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,17.95,0.0,1.0,-1149849834,0.0,0.0,17.95,1.0,0.35,1.08,1.08,6.78,0.81,0.08,0.03,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.62,0.0,1.0,-23232239#0,0.0,0.0,0.62,1.0,0.36,5.4,5.4,6.66,0.8,0.51,4.42,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.57,0.0,1.0,-23232239#1,0.0,0.0,0.57,1.0,0.35,7.53,7.53,6.81,0.82,0.56,6.45,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.56,0.0,1.0,-23232239#2,0.0,0.0,0.56,1.0,0.35,9.66,9.66,6.67,0.8,0.9,8.51,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.6,0.0,1.0,-23232239#3,0.0,0.0,0.6,1.0,0.36,6.74,6.74,6.61,0.79,0.68,5.64,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.93,0.0,1.0,-23232239#4,0.0,0.0,0.93,1.0,0.37,2.41,2.41,6.52,0.78,0.27,1.37,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.57,0.0,1.0,-23232239#5,0.0,0.0,0.57,1.0,0.36,8.85,8.85,6.63,0.8,0.86,7.78,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.41,0.0,1.0,-429497036#0,0.0,0.0,0.41,1.0,0.23,4.32,4.32,9.85,0.71,0.29,3.31,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.22,0.0,1.0,-429918706,0.0,0.0,0.22,1.0,0.14,4.34,4.34,16.67,0.86,0.12,3.92,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
1.0,0.2,0.0,1.0,-429918707,0.0,0.0,0.2,0.0,0.14,45.25,45.25,16.56,0.85,1.58,44.83,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,16.37,0.0,1.0,1074262831#0,0.0,0.0,16.37,1.0,0.27,0.83,0.83,8.71,0.78,0.05,0.02,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.67,0.0,1.0,1074262831#1,0.0,0.0,0.67,1.0,0.28,2.1,2.1,8.32,0.75,0.21,1.2,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,1.99,0.0,1.0,1074262831#2,0.0,0.0,1.99,1.0,0.35,1.38,1.38,6.81,0.61,0.12,0.3,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.46,0.0,1.0,1074262832,0.0,0.0,0.46,1.0,0.26,3.58,3.58,9.16,0.82,0.58,2.86,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.5,0.0,1.0,187651365,0.0,0.0,0.5,1.0,0.28,3.9,3.9,8.44,0.76,0.29,3.03,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.65,0.0,1.0,23232097,0.0,0.0,0.65,1.0,0.37,6.13,6.13,6.3,0.76,0.45,4.84,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.32,0.0,1.0,23232172,0.0,0.0,0.32,1.0,0.18,2.63,2.63,12.97,0.67,0.64,2.15,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.26,0.0,1.0,23232204,0.0,0.0,0.26,1.0,0.16,4.29,4.29,14.52,0.75,0.43,3.82,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.37,1.0,0.0,27542037#0,0.0,0.0,0.37,1.0,0.25,14.87,14.08,9.07,0.65,3.66,13.94,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,12.36,0.0,1.0,27542037#1,0.0,0.0,12.36,1.0,0.24,0.74,0.74,9.84,0.71,0.15,0.02,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.58,0.0,1.0,279258379,0.0,0.0,0.58,1.0,0.28,2.83,2.83,8.21,0.42,1.39,2.15,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.65,0.0,1.0,279258382,0.0,0.0,0.65,1.0,0.3,2.54,2.54,7.89,0.71,0.34,1.65,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.2,0.0,1.0,306376054#0,0.0,0.0,0.2,1.0,0.13,12.12,12.12,17.12,0.62,3.66,11.83,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.14,0.0,1.0,306376054#2,0.0,0.0,0.14,1.0,0.1,8.75,8.75,23.88,0.86,0.23,8.46,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.16,0.0,1.0,306376054#5,0.0,0.0,0.16,1.0,0.11,12.22,12.22,22.03,0.79,1.04,11.59,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.43,0.0,1.0,429918706,0.0,0.0,0.43,1.0,0.28,8.59,8.59,8.53,0.77,0.65,7.77,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.27,1.0,0.0,429918707,0.0,0.0,0.27,1.0,0.19,60.51,59.93,12.39,0.74,5.99,59.64,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.23,0.0,1.0,429918708#0,0.0,0.0,0.23,1.0,0.15,7.05,7.05,15.37,0.79,0.34,6.59,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.26,0.0,1.0,429918708#1,0.0,0.0,0.26,1.0,0.15,2.73,2.73,15.58,0.8,0.1,2.29,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.23,0.0,1.0,429918708#2,0.0,0.0,0.23,1.0,0.15,6.58,6.58,15.31,0.79,0.34,6.13,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.22,0.0,1.0,429918708#3,0.0,0.0,0.22,1.0,0.15,10.17,10.17,15.51,0.8,0.39,9.72,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.22,0.0,1.0,429918708#4,0.0,0.0,0.22,1.0,0.15,10.97,10.97,15.54,0.8,0.41,10.52,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.23,0.0,1.0,429918708#5,0.0,0.0,0.23,1.0,0.15,6.78,6.78,15.47,0.8,0.28,6.32,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.22,0.0,1.0,429918708#6,0.0,0.0,0.22,1.0,0.15,16.68,16.68,15.57,0.8,0.59,16.23,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.26,0.0,1.0,429918708#7,0.0,0.0,0.26,1.0,0.15,2.81,2.81,15.43,0.79,0.12,2.34,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.02,0.0,1.0,429918708#8,0.0,0.0,0.02,0.0,0.01,8.98,0.91,15.94,0.82,0.01,8.54,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.53,0.0,1.0,835815425#0,0.0,0.0,0.53,1.0,0.35,13.76,13.76,6.8,0.82,1.28,12.76,0.0,HV_truck,False,2025-03-24 06:00:00,2025-03-24 06:05:00
0.0,0.38,0.0,1.0,:10095708242_0,0.0,0.0,0.38,1.0,0.15,1.07,1.07,15.47,0.8,0.04,0.62,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.36,0.0,1.0,:10095811524_1,0.0,0.0,0.36,1.0,0.15,1.11,1.11,15.68,0.81,0.03,0.66,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.39,0.0,1.0,:10095811531_1,0.0,0.0,0.39,1.0,0.16,1.1,1.1,15.02,0.77,0.08,0.62,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.32,0.0,1.0,:1104358593_0,0.0,0.0,0.32,1.0,0.15,1.4,1.4,15.44,0.79,0.06,0.93,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.31,0.0,1.0,:1104358596_0,0.0,0.0,0.31,1.0,0.15,1.44,1.44,15.66,0.81,0.04,1.0,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.31,0.0,1.0,:1104358604_0,0.0,0.0,0.31,1.0,0.15,1.48,1.48,15.72,0.81,0.04,1.02,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.33,0.0,1.0,:1104358606_0,0.0,0.0,0.33,1.0,0.16,1.43,1.43,15.04,0.77,0.1,0.97,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.39,0.0,1.0,:11335489938_3,0.0,0.0,0.39,1.0,0.16,1.09,1.09,15.18,0.78,0.06,0.61,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.38,0.0,1.0,:11335489941_3,0.0,0.0,0.38,1.0,0.15,1.06,1.06,15.53,0.8,0.04,0.6,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.37,0.0,1.0,:11335489959_1,0.0,0.0,0.37,1.0,0.15,1.04,1.04,15.84,0.81,0.02,0.6,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.32,0.0,1.0,:1210487313_0,0.0,0.0,0.32,1.0,0.15,1.39,1.39,15.66,0.81,0.04,0.95,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.12,0.0,1.0,:1942990011_0,0.0,0.0,0.12,0.0,0.01,1.33,0.24,10.28,0.59,0.07,0.64,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.28,0.0,1.0,:1942990088_1,0.0,0.0,0.28,1.0,0.15,1.97,1.97,15.37,0.79,0.09,1.5,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,1.05,0.0,1.0,:2526289977_0,0.0,0.0,1.05,1.0,0.26,1.22,1.22,8.98,0.89,0.59,0.5,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.33,0.0,1.0,:302342567_0,0.0,0.0,0.33,1.0,0.15,1.29,1.29,15.5,0.8,0.05,0.82,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.67,0.0,1.0,:3582389798_0,0.0,0.0,0.67,1.0,0.22,1.27,1.27,10.56,0.76,0.11,0.61,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.63,0.0,1.0,:3582389801_0,0.0,0.0,0.63,1.0,0.22,1.18,1.18,11.31,0.68,0.08,0.5,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.38,0.0,1.0,:3813769730_0,0.0,0.0,0.38,1.0,0.15,1.07,1.07,15.38,0.79,0.05,0.62,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.32,0.0,1.0,:5144678186_3,0.0,0.0,0.32,1.0,0.15,1.38,1.38,15.53,0.8,0.05,0.91,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.37,0.0,1.0,:6433557864_0,0.0,0.0,0.37,1.0,0.15,1.05,1.05,15.79,0.81,0.02,0.6,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.38,0.0,1.0,:96070512_1,0.0,0.0,0.38,1.0,0.16,1.08,1.08,15.27,0.79,0.06,0.62,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.43,0.0,1.0,245423708,0.0,0.0,0.43,1.0,0.19,1.59,1.13,10.0,0.36,0.37,0.89,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.37,0.0,1.0,427773765,0.0,0.0,0.37,1.0,0.22,5.27,5.27,10.46,0.75,0.87,4.43,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.23,0.0,1.0,429918708#10,0.0,0.0,0.23,1.0,0.15,8.84,8.84,15.27,0.79,0.48,8.37,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.24,0.0,1.0,429918708#11,0.0,0.0,0.24,1.0,0.15,5.07,5.07,15.32,0.79,0.26,4.61,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.2,0.0,0.0,429918708#8,0.0,0.0,0.2,1.0,0.14,9.14,8.22,15.65,0.81,0.25,8.68,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.23,0.0,1.0,429918708#9,0.0,0.0,0.23,1.0,0.15,4.76,4.76,15.76,0.81,0.11,4.3,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#0,0.0,0.0,0.22,1.0,0.15,24.75,24.75,15.64,0.8,0.77,24.3,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#1,0.0,0.0,0.22,1.0,0.15,25.62,25.62,15.4,0.79,1.18,25.17,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.25,0.0,1.0,527564036#10,0.0,0.0,0.25,1.0,0.15,3.05,3.05,15.62,0.8,0.1,2.59,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#11,0.0,0.0,0.22,1.0,0.15,26.89,26.89,15.41,0.79,1.22,26.42,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#12,0.0,0.0,0.22,1.0,0.15,21.78,21.78,15.31,0.79,0.9,21.19,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#2,0.0,0.0,0.22,1.0,0.15,32.99,32.99,15.45,0.79,1.41,32.54,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.23,0.0,1.0,527564036#3,0.0,0.0,0.23,1.0,0.15,9.44,9.44,15.49,0.8,0.38,8.99,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#4,0.0,0.0,0.22,1.0,0.15,45.76,45.76,15.51,0.8,1.8,45.29,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564036#5,0.0,0.0,0.22,1.0,0.15,9.95,9.95,15.56,0.8,0.36,9.47,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.23,0.0,1.0,527564036#6,0.0,0.0,0.23,1.0,0.15,6.84,6.84,15.5,0.8,0.27,6.37,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.23,0.0,1.0,527564036#7,0.0,0.0,0.23,1.0,0.15,9.17,9.17,15.43,0.79,0.41,8.71,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.29,0.0,1.0,527564036#8,0.0,0.0,0.29,1.0,0.15,1.71,1.71,15.66,0.81,0.05,1.26,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.27,0.0,1.0,527564036#9,0.0,0.0,0.27,1.0,0.15,2.43,2.43,15.5,0.8,0.1,1.97,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.22,0.0,1.0,527564037,0.0,0.0,0.22,1.0,0.15,34.2,34.2,15.49,0.8,1.38,33.76,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.34,0.0,1.0,890936750,0.0,0.0,0.34,1.0,0.22,6.81,6.81,10.79,0.78,0.44,6.13,0.0,HV_truck,False,2025-03-24 06:05:00,2025-03-24 06:10:00
0.0,0.71,0.0,1.0,:1130979193_0,0.0,0.0,0.71,1.0,0.27,2.11,2.11,8.09,0.29,0.71,1.02,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.07,0.0,1.0,:1130979204_0,0.0,0.0,1.07,1.0,0.3,1.44,1.44,8.04,0.88,0.94,0.63,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.06,0.0,1.0,:1408187828_1,0.0,0.0,1.06,1.0,0.42,2.87,2.87,5.62,0.87,1.54,1.82,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.81,0.0,1.0,:1414476412_1,0.0,0.0,0.81,1.0,0.39,3.33,3.33,6.24,0.77,1.18,2.3,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.22,0.0,1.0,:1414476415_1,0.0,0.0,0.22,1.0,0.1,0.95,0.95,22.65,0.82,0.02,0.63,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.22,0.0,1.0,:1414512237_1,0.0,0.0,0.22,1.0,0.1,0.95,0.95,22.55,0.81,0.02,0.64,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.59,0.0,1.0,:1942989931_0,0.0,0.0,0.59,1.0,0.21,1.35,1.35,10.89,0.63,0.62,0.73,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,12.14,0.0,1.0,:1942989972_0,0.0,0.0,12.14,1.0,0.24,0.73,0.73,10.02,0.36,0.41,0.01,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.48,0.0,0.0,:1942990011_0,0.0,0.0,0.48,1.0,0.19,1.17,0.96,11.73,0.67,0.47,0.56,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.67,0.0,1.0,:1942990027_0,0.0,0.0,0.67,1.0,0.15,0.67,0.67,15.47,0.56,0.22,0.22,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.95,0.0,1.0,:1942990030_0,0.0,0.0,0.95,1.0,0.26,1.27,1.27,9.1,0.44,0.29,0.52,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.19,0.0,1.0,:1942990033_0,0.0,0.0,1.19,1.0,0.41,2.2,2.2,6.04,0.8,1.18,1.1,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.51,0.0,1.0,:1942990155_1,0.0,0.0,0.51,1.0,0.17,0.98,0.98,13.79,0.5,0.39,0.46,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.35,0.0,1.0,:251347103_0,0.0,0.0,1.35,1.0,0.52,3.08,3.08,4.78,0.78,1.8,1.86,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.27,0.0,1.0,:251347106_0,0.0,0.0,0.27,1.0,0.13,1.1,1.1,18.59,0.67,0.21,0.71,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.32,0.0,1.0,:251347107_4,0.0,0.0,0.32,1.0,0.15,1.28,1.28,15.9,0.57,0.4,0.85,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.27,0.0,1.0,:251347920_1,0.0,0.0,0.27,1.0,0.12,0.93,0.93,19.79,0.71,0.13,0.57,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,:251347921_0,0.0,0.0,0.24,1.0,0.1,0.81,0.81,22.6,0.81,0.02,0.49,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
